# es_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=es
# current languages in the file:
# - English - (en) no alterations
# - Spanish - (es) first column
***LANGUAGES***
en-English|es-Español|
One of these options with USER_ in front will only search within leads that have the owner field matching the user ID of the agent, the options with GROUP_ in front will only search within leads that have the owner field matching the user group that the user is a member of, the options with TERRITORY_ in front will only search within leads that have the owner field matching the territories that the agent has selected|Una de estas opciones con USER_ frente a sólo buscará dentro de los cables que tienen el campo propietario coincide con el ID de usuario del agente, las opciones con Sonidos reales frente a sólo buscará dentro de los cables que tienen el campo propietario coincide con el grupo de usuarios que el usuario es un miembro de las opciones con TERRITORY_ frente a sólo buscará dentro de los cables que tienen el campo propietario adecuación de los territorios que el agente ha seleccionado|
QM Phone Environment|Gestión de calidad para el Medio Ambiente Teléfono|
If QueueMetrics integration is enabled in the system settings then this setting allow the insertion of this data value in the data4 field of the queue_log for agent activity records. Default is empty for disabled|Si la integración QueueMetrics está activada en la configuración del sistema, esta configuración permite la inserción de este valor de datos en el campo de la data4 queue_log para los registros de la actividad del agente. El valor predeterminado es vacío para discapacitados|
Active Twin Server IP|IP del servidor de Active doble|
Some vicidial systems require setting up vicidial servers in pairs. This setting is where you can put the server IP of another vicidial server that this server is twinned with. Default is empty for disabled|Algunos sistemas Vicidial requieren la configuración de servidores Vicidial en parejas. Esta configuración es donde usted puede poner la IP del servidor de otro servidor vicidial que este servidor está hermanada con. El valor predeterminado es vacío para discapacitados|
NOTES: For ring_all, the agents that are using phones that have On Hook Agent enabled will have their phones ring and the first one to answer will receive the call and the information on the agent screen. Since ring_all ignores agent wait time and ranking and will call every agent that is available for the queue, we do not recommend using this method for large queues. When using ring_all, agents logged with phones that have the On Hook Agent disabled will have to use the Calls In Queue panel and click on the TAKE CALL link to take calls in queue. The amount of time the agents phone will ring for ring_all is set to the On-Hook Ring Time setting or the shortest ring time of the phones that will be called. We do not recommend using ring_all on high call volume queues, or queues with many agents. The ring_all method is intended to be used with only a few agents and on low call volume in-groups|NOTAS: Para ring_all, los agentes que utilizan los teléfonos que tengan habilitado El gancho del agente tendrá su anillo de los teléfonos y el primero en responder recibirá la llamada y la información en la pantalla del agente. Desde ring_all ignora el tiempo de espera y agente de la clasificación y se llame a todos los agentes que se encuentra disponible para la cola, no se recomienda utilizar este método para las colas grandes. Cuando se utiliza ring_all, agentes conectados con los teléfonos que tienen el Agente Colgar discapacitados tendrán que utilizar las llamadas en el panel de cola y haga clic en el enlace de mis llamadas para atender las llamadas en cola. La cantidad de tiempo que el teléfono sonará para los agentes ring_all se ajusta a la configuración de anillo con el teléfono colgado de tiempo o el tiempo más corto el anillo de los teléfonos que serán llamados. Nosotros no recomendamos el uso de ring_all de colas de llamadas de alto volumen, o colas con muchos agentes. El método ring_all se destina a ser utilizado con sólo unos pocos agentes y en el volumen de llamadas baja en los grupos|
This option is only used for agents that are logged in with phones that have the agent-on-hook feature enabled. This is the number of seconds that each call attempt to the agent will ring for until the system will wait one second and start ringing the available agent phones again. This field can be overridden if the agent phones are set to a lower ring time which may be necessary to prevent calls from being sent one phones voicemail. Default is 15|Esta opción sólo se utiliza para los agentes que se conectan con los teléfonos que tienen la función de agente con el teléfono colgado habilitado. Este es el número de segundos que cada intento de llamada al agente sonará hasta que el sistema va a esperar un segundo y comienzan a sonar los teléfonos de agentes disponibles de nuevo. Este campo puede ser anulada si los teléfonos del agente se establecen en un momento en el anillo inferior, que puede ser necesario para evitar que las llamadas que se envíe un mensaje de voz móviles. El valor predeterminado es 15|
On-Hook Agent|Con el teléfono colgado del Agente|
On-Hook Ring Time|Con el teléfono colgado del timbre|
This option is only used for inbound calls going to this remote agent. This feature will call the remote agent and will not send the customer to the remote agent until the line is answered. Default is N for disabled|Esta opción sólo se utiliza para las llamadas entrantes van a este agente remoto. Esta función se llama el agente remoto y no enviar al cliente al agente de control remoto hasta que la línea se contesta. Defecto es n para discapacitados|
This option is only used when the On-Hook Agent field above is set to Y and then only for inbound calls coming to this remote agent. This is the number of seconds that each call attempt will ring to try to get an answer. It is recommended that you set this to a few seconds less than it takes for a call to be sent to voicemail. Default is 15|Esta opción sólo se utiliza cuando el campo Agente con el teléfono colgado anterior se establece en Y, y entonces sólo para las llamadas entrantes que llegan a este agente remoto. Este es el número de segundos que cada intento de llamada sonará a tratar de obtener una respuesta. Se recomienda que se ponga esto en unos pocos segundos a menos de que se necesita para una llamada a ser enviada al correo de voz. El valor predeterminado es 15|
On-Hook Agent Login|Con el teléfono colgado Agent Login|
This option is only used for inbound calls going to an agent logged in with this phone. This feature will call the agent and will not send the customer to the agents session until the line is answered. Default is N for disabled|Esta opción sólo se utiliza para las llamadas entrantes van a un agente registrado con este teléfono. Esta función se llama al agente y no le enviará al cliente a la sesión de los agentes hasta que la línea se contesta. Defecto es n para discapacitados|
This is a Phone On-Hook Agent|Se trata de un teléfono colgado del Agente|
Maximum Ring Time|Tiempo de timbre de máxima|
The DEFER options will stop blinking and-or displaying in red when you check the callbacks, until the number of callbacks changes|Las opciones de aplazar dejará de parpadear y mostrar-o en rojo cuando se echa las devoluciones de llamada, hasta que el número de devoluciones de llamada de los cambios|
Auto Pause Pre-Call Work|Auto Pause antes de la llamada de trabajo|
In auto-dial mode, this setting if enabled will set the agent to paused automatically when the agent clicks on any of the following functions that requires them to be paused- Manual Dial, Fast Dial, Lead Search, Call Log View, Callbacks Check, Enter Pause Code. Default is N for inactive|En el modo de marcación automática, esta opción si está habilitado se establece que el agente se detuvo automáticamente cuando se hace clic agente en cualquiera de las siguientes funciones que les obliga a ser una pausa-Manual de marcación, marcación abreviada, Búsqueda de plomo, llame a Ver registro, devoluciones de llamada de cheque, Ingrese el código de pausa. Defecto es n de las personas inactivas|
